LexFound,IsHS,HS Comment ( Is True),HS Comment( False),No-Hs Comment( True),No HS Comment(False),,,,,
ဖွတ်,1,1,0,0,1,,,,,
ဘင်္ဂါလီ,1,1,0,0,1,,,,,
ဖွတ်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
တောသား,0,0,1,1,0,,,,,
ကုလားတွေ,1,1,0,0,1,,,,,
ခွေးသား,1,1,0,0,1,,,,,
တောသား,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
အမျိုးယုတ်,0,0,1,1,0,,,,,
ဖင်ယား,1,1,0,0,1,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
ရွာသား,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
မွတ်,0,0,1,1,0,,,,,
အောက်တန်းကျ,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,1,1,0,0,1,,,,,
သူပုန်,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
ခွေးဝဲစား,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
ဘင်ဂါလီ,1,1,0,0,1,,,,,
အကြမ်းဖက်,1,1,0,0,1,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
စစ်ခွေး,1,1,0,0,1,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
ဗမာတွေ,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
အောက်တန်းကျ,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
စစ်ခွေး,1,1,0,0,1,,,,,
ရွာသား,1,1,0,0,1,,,,,
အမျိုးယုတ်,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
ဗမာတွေ,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
အပြုတ်တိုက်,1,1,0,0,1,,,,,
ဘင်္ဂါလီ,1,1,0,0,1,,,,,
ခွေးဝဲစား,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
ကုလားတွေ,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
ရွာသား,0,0,1,1,0,,,,,
ဘင်္ဂါလီ,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
ရခိး,0,0,1,1,0,,,,,
လူရိုင်း,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
ထမီခြုံ,0,0,1,1,0,,,,,
ဗမာစစ်တပ်,0,0,1,1,0,,,,,
ဘိန်းစား,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
ဘင်ဂါလီ,1,1,0,0,1,,,,,
သူခိုး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
ခွေးဦးနှောက်,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
တောသား,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
ကုလားတွေ,0,0,1,1,0,,,,,
ဖွတ်,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
ကုလားတွေ,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
သူခိုး,0,0,1,1,0,,,,,
ရွာသား,0,0,1,1,0,,,,,
ရွာသား,0,0,1,1,0,,,,,
ရွာသား,0,0,1,1,0,,,,,
ရွာသား,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းကျ,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,1,1,0,0,1,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းကျ,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းကျ,1,1,0,0,1,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,1,1,0,0,1,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
ဗမာတွေ,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,1,1,0,0,1,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းကြ,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
သူပုန်,0,0,1,1,0,,,,,
ခွေးသား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ထောင်ထွက်,1,1,0,0,1,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,1,1,0,0,1,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
အမျိုးယုတ်,1,1,0,0,1,,,,,
အကြမ်းဖက်,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ထောင်ထွက်,1,1,0,0,1,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
စစ်ခွေး,0,0,1,1,0,,,,,
ထောင်ထွက်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းစား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
အစွန်းရောက်,1,1,0,0,1,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
အောက်တန်းကျ,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အစွန်းရောက်,0,0,1,1,0,,,,,
စောက်တရုတ်,1,1,0,0,1,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
အောက်တန်းကျ,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,1,1,0,0,1,,,,,
ငလူး,1,1,0,0,1,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
ငလူး,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
မြို့သား,0,0,1,1,0,,,,,
ဝူဟန်,0,0,1,1,0,,,,,
