LexFound,IsHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAသူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,https://www.facebook.com/profile.php?id=100037641396713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,https://www.facebook.com/profile.php?id=100027144641549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,https://www.facebook.com/profile.php?id=100017966977381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,Daw Thoung Yin စောက်ပေါမလေး သူပုန်ဆိုတာ ဘယ်အချိန်ကတည်းက မြန်မာမှာစပေါ်တာလည်းရောသိလား သူများဟောင်တိုင်းလိုက်ဟောင်နေတဲ့စောက်ပေါမလေး🤣🤣 ဘယ်နေရာကတရားမျှတမှုမရှိတာလည်း အမဖင်ချခံရလို့လား 🤣🤣 ဖင်ယားလို့သူပုန်ထတဲ့ကောင်တွေကြီးပဲ အလကားနေလက်နက်ကိုင်ဖို့လောက်စောက်ခေါင်းထဲရှိနေကြပြီး မင်းတို့တိုင်းရင်းသားတွေက ၁၀၀ မှာ ၈၀ လောက်က စာမတတ်တဲ့စောက်တောသားငပိန်းလေးတွေကြီးပဲ အဲ့ဒါကြောင့်စစ်အာဏာရှင်ဖင်လိုးတာခံရတာ လေကြီးဖင်ကျယ်ပြောတာတွေလျော့အုန်း😂 တစ်ယောက်တည်းကောက်းစားဘိန်းစိုက်ကိ်ုယ့်လူမျိုးကိုဒုက္ခရောက်အောင် ဖင်ယားပြီးသူပုန်ထပြီး စကားကြီးလာတတ်ပြနေတာ🤣,10:17:25 AM,https://www.facebook.com/profile.php?id=100051376297602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်လော်ဘီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘိန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,VOA  ကထောက်ပံ့ကြေးရထားလို့လား  သွေးထိုးနေခွေးသား  ရခိုင်  ဗမာ  မြန်မာပြည်ဖွားမွတ်ဆလင်တွေဟာ မြန်မာတိုင်းရင်းသားတွေပါ  ခိုးဝင်ဘင်္ဂါလီတော့မပါဘူးပေါ့  မသမာသူလူတစုရဲ့  အသုံးချခံမဖြစ်ပါစေနဲ့,04:12:31 AM,https://www.facebook.com/profile.php?id=100012125524226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အပြုတ်တိုက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,https://www.facebook.com/profile.php?id=100043490764464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ပါတီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,https://www.facebook.com/profile.php?id=100052339692452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,,https://www.facebook.com/profile.php?id=100052384730735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဝူဟန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နွားကျောင်းသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြို့သား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘိန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်ပါတီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,,https://www.facebook.com/profile.php?id=1529435955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ဒေါင်း,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ဒေါင်း,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြေသြဇာ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,,https://www.facebook.com/profile.php?id=100009309110313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
